Age,Gender,Education Level,Job Title,experience,Salary,test_score,interview_score
26,Male,High School,Junior Sales Associate,2,30000,94,82
39,Female,Master's Degree,Marketing Manager,11,120000,75,77
30,Male,Bachelor's Degree,Software Engineer,4,65000,61,85
47,Male,PhD,Data Scientist,19,190000,83,72
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,69,77
40,Female,Master's Degree,Human Resources Manager,12,130000,97,62
33,Male,Bachelor's Degree,Operations Manager,7,85000,81,82
29,Female,High School,Junior Sales Associate,1,25000,85,62
44,Male,PhD,Data Scientist,15,150000,98,84
28,Male,Bachelor's Degree,Software Developer,3,60000,86,86
36,Female,Master's Degree,Marketing Coordinator,9,100000,88,86
31,Male,Bachelor's Degree,Operations Manager,6,75000,97,98
27,Female,Master's Degree,Human Resources Coordinator,3,50000,79,84
42,Male,PhD,Data Scientist,14,140000,86,83
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,100,67
26,Male,High School,Junior Sales Associate,2,30000,79,68
39,Female,Master's Degree,Marketing Manager,11,120000,78,96
30,Male,Bachelor's Degree,Software Engineer,4,65000,79,89
47,Male,PhD,Data Scientist,19,190000,94,78
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,61,75
40,Female,Master's Degree,Human Resources Manager,12,130000,89,83
33,Male,Bachelor's Degree,Operations Manager,7,85000,93,80
29,Female,High School,Junior Sales Associate,1,25000,81,95
44,Male,PhD,Data Scientist,15,150000,62,99
28,Male,Bachelor's Degree,Software Developer,3,60000,65,98
36,Female,Master's Degree,Marketing Coordinator,9,100000,74,65
31,Male,Bachelor's Degree,Operations Manager,6,75000,86,64
27,Female,Master's Degree,Human Resources Coordinator,3,50000,69,73
42,Male,PhD,Data Scientist,14,140000,68,63
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,92,67
26,Male,High School,Junior Sales Associate,2,30000,91,83
39,Female,Master's Degree,Marketing Manager,11,120000,65,70
30,Male,Bachelor's Degree,Software Engineer,4,65000,100,76
47,Male,PhD,Data Scientist,19,190000,95,80
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,61,85
40,Female,Master's Degree,Human Resources Manager,12,130000,88,86
33,Male,Bachelor's Degree,Operations Manager,7,85000,63,75
29,Female,High School,Junior Sales Associate,1,25000,60,85
44,Male,PhD,Data Scientist,15,150000,78,92
28,Male,Bachelor's Degree,Software Developer,3,60000,85,90
36,Female,Master's Degree,Marketing Coordinator,9,100000,84,65
31,Male,Bachelor's Degree,Operations Manager,6,75000,69,67
27,Female,Master's Degree,Human Resources Coordinator,3,50000,74,66
42,Male,PhD,Data Scientist,14,140000,81,93
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,80,73
26,Male,High School,Junior Sales Associate,2,30000,81,75
39,Female,Master's Degree,Marketing Manager,11,120000,95,68
30,Male,Bachelor's Degree,Software Engineer,4,65000,93,69
47,Male,PhD,Data Scientist,19,190000,89,76
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,84,71
40,Female,Master's Degree,Human Resources Manager,12,130000,87,65
33,Male,Bachelor's Degree,Operations Manager,7,85000,60,78
29,Female,High School,Junior Sales Associate,1,25000,63,100
44,Male,PhD,Data Scientist,15,150000,66,88
28,Male,Bachelor's Degree,Software Developer,3,60000,68,65
36,Female,Master's Degree,Marketing Coordinator,9,100000,95,84
31,Male,Bachelor's Degree,Operations Manager,6,75000,78,83
27,Female,Master's Degree,Human Resources Coordinator,3,50000,60,84
42,Male,PhD,Data Scientist,14,140000,69,75
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,95,75
26,Male,High School,Junior Sales Associate,2,30000,68,65
39,Female,Master's Degree,Marketing Manager,11,120000,91,96
30,Male,Bachelor's Degree,Software Engineer,4,65000,91,80
47,Male,PhD,Data Scientist,19,190000,65,63
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,97,93
40,Female,Master's Degree,Human Resources Manager,12,130000,76,87
33,Male,Bachelor's Degree,Operations Manager,7,85000,69,97
29,Female,High School,Junior Sales Associate,1,25000,86,100
44,Male,PhD,Data Scientist,15,150000,94,87
28,Male,Bachelor's Degree,Software Developer,3,60000,80,76
36,Female,Master's Degree,Marketing Coordinator,9,100000,84,73
31,Male,Bachelor's Degree,Operations Manager,6,75000,87,66
27,Female,Master's Degree,Human Resources Coordinator,3,50000,74,81
42,Male,PhD,Data Scientist,14,140000,63,60
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,88,88
26,Male,High School,Junior Sales Associate,2,30000,68,90
39,Female,Master's Degree,Marketing Manager,11,120000,86,89
30,Male,Bachelor's Degree,Software Engineer,4,65000,85,74
47,Male,PhD,Data Scientist,19,190000,78,77
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,87,94
40,Female,Master's Degree,Human Resources Manager,12,130000,76,89
33,Male,Bachelor's Degree,Operations Manager,7,85000,100,93
29,Female,High School,Junior Sales Associate,1,25000,79,70
44,Male,PhD,Data Scientist,15,150000,99,86
28,Male,Bachelor's Degree,Software Developer,3,60000,98,83
36,Female,Master's Degree,Marketing Coordinator,9,100000,82,94
31,Male,Bachelor's Degree,Operations Manager,6,75000,91,98
27,Female,Master's Degree,Human Resources Coordinator,3,50000,92,67
42,Male,PhD,Data Scientist,14,140000,64,77
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,93,72
26,Male,High School,Junior Sales Associate,2,30000,99,83
39,Female,Master's Degree,Marketing Manager,11,120000,70,82
30,Male,Bachelor's Degree,Software Engineer,4,65000,62,71
47,Male,PhD,Data Scientist,19,190000,92,89
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,70,90
40,Female,Master's Degree,Human Resources Manager,12,130000,75,87
33,Male,Bachelor's Degree,Operations Manager,7,85000,77,81
29,Female,High School,Junior Sales Associate,1,25000,89,87
44,Male,PhD,Data Scientist,15,150000,69,72
28,Male,Bachelor's Degree,Software Developer,3,60000,77,84
31,Male,Bachelor's Degree,Software Engineer,5,80000,97,66
27,Female,Master's Degree,Marketing Manager,3,60000,78,65
38,Male,PhD,Data Scientist,12,130000,95,83
29,Female,Bachelor's Degree,Human Resources Coordinator,2,45000,72,78
23,Male,High School,Junior Sales Associate,1,25000,62,78
32,Female,Master's Degree,Software Developer,7,90000,69,95
44,Male,Bachelor's Degree,Operations Manager,18,170000,97,68
26,Female,Bachelor's Degree,Marketing Coordinator,2,40000,60,95
40,Male,PhD,Data Scientist,15,150000,86,97
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,67,99
24,Male,High School,Junior Sales Associate,1,25000,76,88
35,Female,Master's Degree,Marketing Manager,10,110000,68,83
29,Male,Bachelor's Degree,Software Engineer,4,70000,65,64
49,Male,PhD,Data Scientist,22,220000,84,85
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,98,73
41,Female,Master's Degree,Human Resources Manager,13,140000,87,98
36,Male,Bachelor's Degree,Operations Manager,9,110000,92,88
28,Female,High School,Junior Sales Associate,1,25000,96,65
43,Male,PhD,Data Scientist,16,160000,68,66
29,Male,Bachelor's Degree,Software Developer,5,80000,77,96
39,Female,Master's Degree,Marketing Coordinator,11,120000,80,77
32,Male,Bachelor's Degree,Operations Manager,6,90000,61,82
28,Female,Master's Degree,Human Resources Coordinator,2,45000,97,97
40,Male,PhD,Data Scientist,15,150000,99,60
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,95,63
24,Male,High School,Junior Sales Associate,1,25000,96,94
35,Female,Master's Degree,Marketing Manager,10,110000,74,82
29,Male,Bachelor's Degree,Software Engineer,4,70000,87,86
49,Male,PhD,Data Scientist,22,220000,77,85
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,93,67
41,Female,Master's Degree,Human Resources Manager,13,140000,81,75
36,Male,Bachelor's Degree,Operations Manager,9,110000,70,100
28,Female,High School,Junior Sales Associate,1,25000,72,62
43,Male,PhD,Data Scientist,16,160000,63,91
29,Male,Bachelor's Degree,Software Developer,5,80000,81,64
39,Female,Master's Degree,Marketing Coordinator,11,120000,66,79
32,Male,Bachelor's Degree,Operations Manager,6,90000,83,73
28,Female,Master's Degree,Human Resources Coordinator,2,45000,63,91
40,Male,PhD,Data Scientist,15,150000,87,85
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,74,65
24,Male,High School,Junior Sales Associate,1,25000,60,95
35,Female,Master's Degree,Marketing Manager,10,110000,62,99
29,Male,Bachelor's Degree,Software Engineer,4,70000,73,64
49,Male,PhD,Data Scientist,22,220000,97,72
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,60,91
41,Female,Master's Degree,Human Resources Manager,13,140000,97,75
36,Male,Bachelor's Degree,Operations Manager,9,110000,97,60
28,Female,High School,Junior Sales Associate,1,25000,80,72
43,Male,PhD,Data Scientist,16,160000,88,70
29,Male,Bachelor's Degree,Software Developer,5,80000,64,67
39,Female,Master's Degree,Marketing Coordinator,11,120000,69,84
32,Male,Bachelor's Degree,Operations Manager,6,90000,87,99
28,Female,Master's Degree,Human Resources Coordinator,2,45000,80,91
40,Male,PhD,Data Scientist,15,150000,66,83
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,62,87
24,Male,High School,Junior Sales Associate,1,25000,79,73
35,Female,Master's Degree,Marketing Manager,10,110000,78,62
29,Male,Bachelor's Degree,Software Engineer,4,70000,94,95
49,Male,PhD,Data Scientist,22,220000,63,86
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,64,79
41,Female,Master's Degree,Human Resources Manager,13,140000,60,74
36,Male,Bachelor's Degree,Operations Manager,9,110000,63,86
28,Female,High School,Junior Sales Associate,1,25000,71,100
43,Male,PhD,Data Scientist,16,160000,86,87
29,Male,Bachelor's Degree,Software Developer,5,80000,82,84
39,Female,Master's Degree,Marketing Coordinator,11,120000,84,92
32,Male,Bachelor's Degree,Operations Manager,6,90000,80,73
28,Female,Master's Degree,Human Resources Coordinator,2,45000,83,67
40,Male,PhD,Data Scientist,15,150000,84,73
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,91,60
24,Male,High School,Junior Sales Associate,1,25000,91,75
35,Female,Master's Degree,Marketing Manager,10,110000,64,77
29,Male,Bachelor's Degree,Software Engineer,4,70000,95,66
49,Male,PhD,Data Scientist,22,220000,98,74
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,75,83
41,Female,Master's Degree,Human Resources Manager,13,140000,92,72
36,Male,Bachelor's Degree,Operations Manager,9,110000,80,68
28,Female,High School,Junior Sales Associate,1,25000,68,74
43,Male,PhD,Data Scientist,16,160000,65,94
29,Male,Bachelor's Degree,Software Developer,5,80000,94,83
39,Female,Master's Degree,Marketing Coordinator,11,120000,98,92
32,Male,Bachelor's Degree,Operations Manager,6,90000,81,75
28,Female,Master's Degree,Human Resources Coordinator,2,45000,100,67
40,Male,PhD,Data Scientist,15,150000,64,88
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,82,82
24,Male,High School,Junior Sales Associate,1,25000,76,90
35,Female,Master's Degree,Marketing Manager,10,110000,71,99
29,Male,Bachelor's Degree,Software Engineer,4,70000,82,73
49,Male,PhD,Data Scientist,22,220000,75,89
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,62,98
41,Female,Master's Degree,Human Resources Manager,13,140000,89,86
36,Male,Bachelor's Degree,Operations Manager,9,110000,81,75
28,Female,High School,Junior Sales Associate,1,25000,68,65
43,Male,PhD,Data Scientist,16,160000,88,92
29,Male,Bachelor's Degree,Software Developer,5,80000,96,77
39,Female,Master's Degree,Marketing Coordinator,11,120000,82,75
32,Male,Bachelor's Degree,Operations Manager,6,90000,72,71
28,Female,Master's Degree,Human Resources Coordinator,2,45000,91,79
40,Male,PhD,Data Scientist,15,150000,82,99
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,76,88
24,Male,High School,Junior Sales Associate,1,25000,99,89
35,Female,Master's Degree,Marketing Manager,10,110000,80,85
29,Male,Bachelor's Degree,Software Engineer,4,70000,61,81
49,Male,PhD,Data Scientist,22,220000,96,92
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,65,98
41,Female,Master's Degree,Human Resources Manager,13,140000,77,88
36,Male,Bachelor's Degree,Operations Manager,9,110000,89,81
28,Female,High School,Junior Sales Associate,1,25000,81,72
43,Male,PhD,Data Scientist,16,160000,92,68
29,Male,Bachelor's Degree,Software Developer,5,80000,89,83
39,Female,Master's Degree,Marketing Coordinator,11,120000,76,74
32,Male,Bachelor's Degree,Operations Manager,6,90000,91,95
28,Female,Master's Degree,Human Resources Coordinator,2,45000,73,72
40,Male,PhD,Data Scientist,15,150000,69,86
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,95,96
24,Male,High School,Junior Sales Associate,1,25000,93,66
35,Female,Master's Degree,Marketing Manager,10,110000,68,67
29,Male,Bachelor's Degree,Software Engineer,4,70000,87,96
49,Male,PhD,Data Scientist,22,220000,70,100
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,73,73
41,Female,Master's Degree,Human Resources Manager,13,140000,98,71
36,Male,Bachelor's Degree,Operations Manager,9,110000,78,95
28,Female,High School,Junior Sales Associate,1,25000,74,99
43,Male,PhD,Data Scientist,16,160000,87,76
29,Male,Bachelor's Degree,Software Developer,5,80000,83,99
34,Male,Bachelor's Degree,Software Engineer,6,85000,67,88
31,Female,Master's Degree,Marketing Manager,4,62000,68,86
41,Male,PhD,Data Scientist,13,138000,92,60
27,Female,Bachelor's Degree,Human Resources Coordinator,2,47000,92,93
25,Male,High School,Junior Sales Associate,1,26000,78,63
33,Female,Master's Degree,Software Developer,8,95000,62,83
45,Male,Bachelor's Degree,Operations Manager,19,174000,69,80
28,Female,Bachelor's Degree,Marketing Coordinator,2,41000,99,92
42,Male,PhD,Data Scientist,16,162000,60,66
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,88,60
23,Male,High School,Junior Sales Associate,1,26000,93,100
36,Female,Master's Degree,Marketing Manager,11,117000,72,62
30,Male,Bachelor's Degree,Software Engineer,5,75000,60,74
50,Male,PhD,Data Scientist,23,225000,93,90
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,88,75
43,Female,Master's Degree,Human Resources Manager,14,146000,72,69
37,Male,Bachelor's Degree,Operations Manager,10,113000,88,88
29,Female,High School,Junior Sales Associate,1,26000,98,65
44,Male,PhD,Data Scientist,17,168000,83,88
30,Male,Bachelor's Degree,Software Developer,6,85000,85,76
40,Female,Master's Degree,Marketing Coordinator,12,122000,76,81
33,Male,Bachelor's Degree,Operations Manager,7,96000,66,83
29,Female,Master's Degree,Human Resources Coordinator,3,49000,72,76
43,Male,PhD,Data Scientist,16,162000,64,80
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,85,70
23,Male,High School,Junior Sales Associate,1,26000,62,66
36,Female,Master's Degree,Marketing Manager,11,117000,66,98
30,Male,Bachelor's Degree,Software Engineer,5,75000,98,64
50,Male,PhD,Data Scientist,23,225000,60,80
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,76,77
43,Female,Master's Degree,Human Resources Manager,14,146000,84,94
37,Male,Bachelor's Degree,Operations Manager,10,113000,62,79
29,Female,High School,Junior Sales Associate,1,26000,74,74
44,Male,PhD,Data Scientist,17,168000,88,64
30,Male,Bachelor's Degree,Software Developer,6,85000,91,72
40,Female,Master's Degree,Marketing Coordinator,12,122000,85,71
33,Male,Bachelor's Degree,Operations Manager,7,96000,75,80
29,Female,Master's Degree,Human Resources Coordinator,3,49000,84,96
43,Male,PhD,Data Scientist,16,162000,87,65
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,68,66
23,Male,High School,Junior Sales Associate,1,26000,60,85
36,Female,Master's Degree,Marketing Manager,11,117000,88,67
30,Male,Bachelor's Degree,Software Engineer,5,75000,81,68
50,Male,PhD,Data Scientist,23,225000,75,86
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,100,63
43,Female,Master's Degree,Human Resources Manager,14,146000,100,80
37,Male,Bachelor's Degree,Operations Manager,10,113000,66,90
29,Female,High School,Junior Sales Associate,1,26000,73,80
44,Male,PhD,Data Scientist,17,168000,88,99
30,Male,Bachelor's Degree,Software Developer,6,85000,78,84
40,Female,Master's Degree,Marketing Coordinator,12,122000,78,98
33,Male,Bachelor's Degree,Operations Manager,7,96000,61,74
29,Female,Master's Degree,Human Resources Coordinator,3,49000,100,94
43,Male,PhD,Data Scientist,16,162000,74,100
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,62,96
23,Male,High School,Junior Sales Associate,1,26000,70,87
36,Female,Master's Degree,Marketing Manager,11,117000,89,73
30,Male,Bachelor's Degree,Software Engineer,5,75000,99,63
50,Male,PhD,Data Scientist,23,225000,77,79
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,61,93
43,Female,Master's Degree,Human Resources Manager,14,146000,91,71
37,Male,Bachelor's Degree,Operations Manager,10,113000,67,92
29,Female,High School,Junior Sales Associate,1,26000,81,83
44,Male,PhD,Data Scientist,17,168000,65,79
30,Male,Bachelor's Degree,Software Developer,6,85000,71,64
